date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:04:18	1117/1117	---M--	200	added ('OK')	text/css	etag:%2245d-5df5ec6c93db1%22	https://codingallstars.com/wp-content/uploads/elementor/css/post-7.css?ver=1652973038	D:/D/My-projects/codingallstars/trialtask/codingallstars.com/wp-content/uploads/elementor/css/post-7420a.css	(from https://codingallstars.com/)
14:04:19	15796/15796	---M--	200	added ('OK')	text/css	etag:%223db4-5f3925c9fbc59%22	https://codingallstars.com/wp-content/uploads/elementor/css/post-25899.css?ver=1675184828	D:/D/My-projects/codingallstars/trialtask/codingallstars.com/wp-content/uploads/elementor/css/post-258991ef2.css	(from https://codingallstars.com/)
14:04:19	1178/1178	---M--	200	added ('OK')	text/css	etag:%2249a-5df4cfeb90e19%22	https://codingallstars.com/wp-content/themes/astra-child/style.css?ver=1.0.0	D:/D/My-projects/codingallstars/trialtask/codingallstars.com/wp-content/themes/astra-child/style8a54.css	(from https://codingallstars.com/)
14:04:19	669/669	---M--	200	added ('OK')	text/css	etag:%2229d-5df4e33575953%22	https://codingallstars.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=5.15.3	D:/D/My-projects/codingallstars/trialtask/codingallstars.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min52d5.css	(from https://codingallstars.com/)
14:04:20	107922/107922	---M--	200	added ('OK')	text/css	etag:%221a592-5df4e335891d3%22	https://codingallstars.com/wp-content/plugins/elementor/assets/css/frontend-lite.min.css?ver=3.6.5	D:/D/My-projects/codingallstars/trialtask/codingallstars.com/wp-content/plugins/elementor/assets/css/frontend-lite.min3ab2.css	(from https://codingallstars.com/)
14:04:20	57912/57912	---M--	200	added ('OK')	text/css	etag:%22e238-5df4e33575953%22	https://codingallstars.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min.css?ver=5.15.3	D:/D/My-projects/codingallstars/trialtask/codingallstars.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min52d5.css	(from https://codingallstars.com/)
14:04:20	1984/1984	---MC-	200	added ('OK')	application/rss+xml	etag:%2272334838fdab6574ba714e9f641407cf%22	https://codingallstars.com/comments/feed/	D:/D/My-projects/codingallstars/trialtask/codingallstars.com/comments/feed/index.html	(from https://codingallstars.com/)
14:04:20	11224/11224	---M--	200	added ('OK')	application/x-javascript	etag:%222bd8-5b45debe27b80%22	https://codingallstars.com/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.3.2	D:/D/My-projects/codingallstars/trialtask/codingallstars.com/wp-includes/js/jquery/jquery-migrate.mind617.js	(from https://codingallstars.com/)
14:04:21	89684/89684	---M--	200	added ('OK')	application/x-javascript	etag:%2215e54-5ec76b7fd1e03%22	https://codingallstars.com/wp-includes/js/jquery/jquery.min.js?ver=3.6.1	D:/D/My-projects/codingallstars/trialtask/codingallstars.com/wp-includes/js/jquery/jquery.mina7a0.js	(from https://codingallstars.com/)
14:04:23	24737/24737	---MC-	200	added ('OK')	application/json	date:Tue,%2028%20Feb%202023%2007:04:19%20GMT	https://codingallstars.com/wp-json/wp/v2/pages/25899	D:/D/My-projects/codingallstars/trialtask/codingallstars.com/wp-json/wp/v2/pages/25899.json	(from https://codingallstars.com/)
14:04:27	822/822	---MC-	200	added ('OK')	text/xml	date:Tue,%2028%20Feb%202023%2007:04:22%20GMT	https://codingallstars.com/xmlrpc.php?rsd	D:/D/My-projects/codingallstars/trialtask/codingallstars.com/xmlrpc0db0.php	(from https://codingallstars.com/)
14:04:27	183707/183707	---MC-	200	added ('OK')	application/json	date:Tue,%2028%20Feb%202023%2007:04:19%20GMT	https://codingallstars.com/wp-json/	D:/D/My-projects/codingallstars/trialtask/codingallstars.com/wp-json/index.html	(from https://codingallstars.com/)
14:04:28	1045/1045	---M--	200	added ('OK')	application/xml	etag:%22415-4ed4785da9bc0%22	https://codingallstars.com/wp-includes/wlwmanifest.xml	D:/D/My-projects/codingallstars/trialtask/codingallstars.com/wp-includes/wlwmanifest.xml	(from https://codingallstars.com/)
14:04:30	2357/2357	---MC-	200	added ('OK')	application/json	date:Tue,%2028%20Feb%202023%2007:04:27%20GMT	https://codingallstars.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fcodingallstars.com%2F	D:/D/My-projects/codingallstars/trialtask/codingallstars.com/wp-json/oembed/1.0/embed7769.json	(from https://codingallstars.com/)
14:04:35	2737/2737	---MC-	200	added ('OK')	text/xml	date:Tue,%2028%20Feb%202023%2007:04:30%20GMT	https://codingallstars.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fcodingallstars.com%2F&format=xml	D:/D/My-projects/codingallstars/trialtask/codingallstars.com/wp-json/oembed/1.0/embede503	(from https://codingallstars.com/)
14:04:35	1522/1522	---M--	200	added ('OK')	image/png	etag:%225f2-5f26205fa33ca%22	https://codingallstars.com/wp-content/uploads/2023/01/cropped-113773_tags_512x512-32x32.png	D:/D/My-projects/codingallstars/trialtask/codingallstars.com/wp-content/uploads/2023/01/cropped-113773_tags_512x512-32x32.png	(from https://codingallstars.com/)
14:04:36	12649/12649	---M--	200	added ('OK')	image/png	etag:%223169-5f26205f8d821%22	https://codingallstars.com/wp-content/uploads/2023/01/cropped-113773_tags_512x512-192x192.png	D:/D/My-projects/codingallstars/trialtask/codingallstars.com/wp-content/uploads/2023/01/cropped-113773_tags_512x512-192x192.png	(from https://codingallstars.com/)
14:04:36	11596/11596	---M--	200	added ('OK')	image/png	etag:%222d4c-5f26205f99f5a%22	https://codingallstars.com/wp-content/uploads/2023/01/cropped-113773_tags_512x512-180x180.png	D:/D/My-projects/codingallstars/trialtask/codingallstars.com/wp-content/uploads/2023/01/cropped-113773_tags_512x512-180x180.png	(from https://codingallstars.com/)
14:04:37	126411/126411	---M-Z	200	added ('OK')	text/html	etag:%22506d-5f5bc7b42f358%22	https://codingallstars.com/we-are-hiring/	D:/D/My-projects/codingallstars/trialtask/codingallstars.com/we-are-hiring/index.html	(from https://codingallstars.com/)
14:04:38	126307/126307	---M-Z	200	added ('OK')	text/html	etag:%225398-5f5bc6085b230%22	https://codingallstars.com/meet-our-leadership/	D:/D/My-projects/codingallstars/trialtask/codingallstars.com/meet-our-leadership/index.html	(from https://codingallstars.com/)
14:04:38	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2028%20Feb%202023%2007:04:35%20GMT	https://codingallstars.com/contact	D:/D/My-projects/codingallstars/trialtask/codingallstars.com/contact	(from https://codingallstars.com/)
14:04:41	129894/129894	---MCZ	200	added ('OK')	text/html	etag:%223ed06a0e4d054a43054c6048a3368460%22	https://codingallstars.com/contact/	D:/D/My-projects/codingallstars/trialtask/codingallstars.com/contact/index.html	(from https://codingallstars.com/)
14:04:41	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2028%20Feb%202023%2007:04:37%20GMT	https://codingallstars.com/contact	D:/D/My-projects/codingallstars/trialtask/codingallstars.com/contact	(from https://codingallstars.com/)
14:04:43	11775/11775	---M--	200	added ('OK')	text/css	etag:%222dff-5df4e3358767b%22	https://codingallstars.com/wp-content/plugins/elementor/assets/css/widget-icon-list.min.css	D:/D/My-projects/codingallstars/trialtask/codingallstars.com/wp-content/plugins/elementor/assets/css/widget-icon-list.min.css	(from https://codingallstars.com/)
14:04:46	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2028%20Feb%202023%2007:04:43%20GMT	https://codingallstars.com/apply	D:/D/My-projects/codingallstars/trialtask/codingallstars.com/apply.1a.delayed	(from https://codingallstars.com/)
14:04:46	128760/128760	---M-Z	200	added ('OK')	text/html	etag:%2252a4-5f5bc7d735587%22	https://codingallstars.com/apply-to-junior-magento-developer-position/	D:/D/My-projects/codingallstars/trialtask/codingallstars.com/apply-to-junior-magento-developer-position/index.html	(from https://codingallstars.com/)
14:04:49	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2028%20Feb%202023%2007:04:46%20GMT	https://codingallstars.com/contact	D:/D/My-projects/codingallstars/trialtask/codingallstars.com/contact.1b.delayed	(from https://codingallstars.com/)
14:04:49	0/-1	---M--	301	error ('')			https://codingallstars.com/contact	D:/D/My-projects/codingallstars/trialtask/codingallstars.com/contact.1c.delayed	(from https://codingallstars.com/)
14:04:49	0/-1	---M--	301	error ('')			https://codingallstars.com/contact	D:/D/My-projects/codingallstars/trialtask/codingallstars.com/contact.1d.delayed	(from https://codingallstars.com/)
14:04:50	129011/129011	---M-Z	200	added ('OK')	text/html	etag:%225387-5f5bc6922de3f%22	https://codingallstars.com/apply-to-junior-php-developer-position/	D:/D/My-projects/codingallstars/trialtask/codingallstars.com/apply-to-junior-php-developer-position/index.html	(from https://codingallstars.com/)
14:04:50	149076/149076	---M-Z	200	added ('OK')	text/html	etag:%225d38-5f5bc889593a2%22	https://codingallstars.com/about-2/	D:/D/My-projects/codingallstars/trialtask/codingallstars.com/about-2/index.html	(from https://codingallstars.com/)
14:04:51	128702/128702	---M-Z	200	added ('OK')	text/html	etag:%2252a3-5f5bc8b13faa1%22	https://codingallstars.com/apply-to-virtual-assistant-position/	D:/D/My-projects/codingallstars/trialtask/codingallstars.com/apply-to-virtual-assistant-position/index.html	(from https://codingallstars.com/)
14:04:51	16428/16428	---M--	200	added ('OK')	application/x-javascript	etag:%22402c-5df4cfec9272b%22	https://codingallstars.com/wp-content/themes/astra/assets/js/minified/frontend.min.js?ver=3.8.1	D:/D/My-projects/codingallstars/trialtask/codingallstars.com/wp-content/themes/astra/assets/js/minified/frontend.min7e2e.js	(from https://codingallstars.com/)
14:04:51	6475/6475	---M--	200	added ('OK')	application/x-javascript	etag:%22194b-5dfd0317c2b52%22	https://codingallstars.com/wp-includes/js/dist/vendor/regenerator-runtime.min.js?ver=0.13.9	D:/D/My-projects/codingallstars/trialtask/codingallstars.com/wp-includes/js/dist/vendor/regenerator-runtime.min3937.js	(from https://codingallstars.com/)
14:04:52	17823/17823	---M--	200	added ('OK')	application/x-javascript	etag:%22459f-5ec76b7fcd3cb%22	https://codingallstars.com/wp-includes/js/dist/vendor/wp-polyfill.min.js?ver=3.15.0	D:/D/My-projects/codingallstars/trialtask/codingallstars.com/wp-includes/js/dist/vendor/wp-polyfill.min2c7c.js	(from https://codingallstars.com/)
14:04:52	21904/21904	---M--	200	added ('OK')	application/x-javascript	etag:%225590-5e45465d86cd2%22	https://codingallstars.com/wp-content/plugins/contact-form-7/includes/js/index.js?ver=5.6.1	D:/D/My-projects/codingallstars/trialtask/codingallstars.com/wp-content/plugins/contact-form-7/includes/js/indexd96d.js	(from https://codingallstars.com/)
14:04:52	850/850	---MC-	200	added ('OK')	text/javascript	date:Tue,%2028%20Feb%202023%2007:04:51%20GMT	https://www.google.com/recaptcha/api.js?render=6LfmgNEhAAAAAIgK-okrjB3uFGaq99Kg_AtuNsmr&ver=3.0	D:/D/My-projects/codingallstars/trialtask/www.google.com/recaptcha/api7142.js	(from https://codingallstars.com/)
14:04:52	999/999	---M--	200	added ('OK')	application/x-javascript	etag:%223e7-5e45465d83622%22	https://codingallstars.com/wp-content/plugins/contact-form-7/modules/recaptcha/index.js?ver=5.6.1	D:/D/My-projects/codingallstars/trialtask/codingallstars.com/wp-content/plugins/contact-form-7/modules/recaptcha/indexd96d.js	(from https://codingallstars.com/)
14:04:53	4960/4960	---M--	200	added ('OK')	application/x-javascript	etag:%221360-5df4e3358e3db%22	https://codingallstars.com/wp-content/plugins/elementor/assets/js/webpack.runtime.min.js?ver=3.6.5	D:/D/My-projects/codingallstars/trialtask/codingallstars.com/wp-content/plugins/elementor/assets/js/webpack.runtime.min3ab2.js	(from https://codingallstars.com/)
14:04:53	14277/14277	---M--	200	added ('OK')	application/x-javascript	etag:%2237c5-5df4e3358dff3%22	https://codingallstars.com/wp-content/plugins/elementor/assets/js/frontend-modules.min.js?ver=3.6.5	D:/D/My-projects/codingallstars/trialtask/codingallstars.com/wp-content/plugins/elementor/assets/js/frontend-modules.min3ab2.js	(from https://codingallstars.com/)
14:04:53	12198/12198	---M--	200	added ('OK')	application/x-javascript	etag:%222fa6-5df4e33577c7b%22	https://codingallstars.com/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min.js?ver=4.0.2	D:/D/My-projects/codingallstars/trialtask/codingallstars.com/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min05da.js	(from https://codingallstars.com/)
14:04:54	21440/21440	---M--	200	added ('OK')	application/x-javascript	etag:%2253c0-5ec76b7fd1633%22	https://codingallstars.com/wp-includes/js/jquery/ui/core.min.js?ver=1.13.2	D:/D/My-projects/codingallstars/trialtask/codingallstars.com/wp-includes/js/jquery/ui/core.min3f14.js	(from https://codingallstars.com/)
14:04:54	37741/37741	---M--	200	added ('OK')	application/x-javascript	etag:%22936d-5df4e33590703%22	https://codingallstars.com/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=3.6.5	D:/D/My-projects/codingallstars/trialtask/codingallstars.com/wp-content/plugins/elementor/assets/js/frontend.min3ab2.js	(from https://codingallstars.com/)
14:04:54	18833/18833	---M--	200	added ('OK')	application/x-javascript	etag:%224991-5ec76b7fbca2a%22	https://codingallstars.com/wp-includes/js/underscore.min.js?ver=1.13.4	D:/D/My-projects/codingallstars/trialtask/codingallstars.com/wp-includes/js/underscore.mind584.js	(from https://codingallstars.com/)
14:04:54	1426/1426	---M--	200	added ('OK')	application/x-javascript	etag:%22592-5ec76b7fbca2a%22	https://codingallstars.com/wp-includes/js/wp-util.min.js?ver=6.1.1	D:/D/My-projects/codingallstars/trialtask/codingallstars.com/wp-includes/js/wp-util.min6a4d.js	(from https://codingallstars.com/)
14:04:55	754/754	---M--	200	added ('OK')	application/x-javascript	etag:%222f2-5df5e563c3ff5%22	https://codingallstars.com/wp-content/plugins/wpforms-lite/assets/js/integrations/elementor/frontend.min.js?ver=1.7.4.2	D:/D/My-projects/codingallstars/trialtask/codingallstars.com/wp-content/plugins/wpforms-lite/assets/js/integrations/elementor/frontend.mine945.js	(from https://codingallstars.com/)
14:04:55	602/602	---M--	200	added ('OK')	image/svg+xml	etag:%2225a-5df5e563b2e85%22	https://codingallstars.com/wp-content/plugins/wpforms-lite/assets/images/times-solid-white.svg	D:/D/My-projects/codingallstars/trialtask/codingallstars.com/wp-content/plugins/wpforms-lite/assets/images/times-solid-white.svg	(from https://codingallstars.com/wp-content/plugins/wpforms-lite/assets/css/wpforms-base.min.css?ver=1.7.4.2)
14:04:58	92444/92444	---M--	200	added ('OK')	application/font-woff2	etag:%221691c-5df4e3357362c%22	https://codingallstars.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.woff2?5.15.0	D:/D/My-projects/codingallstars/trialtask/codingallstars.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons5519.woff2	(from https://codingallstars.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.15.0)
14:04:59	113372/113372	---M--	200	added ('OK')	application/font-woff	etag:%221badc-5df4e33573244%22	https://codingallstars.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.woff?5.15.0	D:/D/My-projects/codingallstars/trialtask/codingallstars.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons5519.woff	(from https://codingallstars.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.15.0)
14:05:00	210192/210192	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2233510-5df4e3357362c%22	https://codingallstars.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.eot?5.15.0	D:/D/My-projects/codingallstars/trialtask/codingallstars.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons5519.eot	(from https://codingallstars.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.15.0)
14:05:03	210032/210032	---M--	200	added ('OK')	application/x-font-ttf	etag:%2233470-5df4e3357362c%22	https://codingallstars.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.ttf?5.15.0	D:/D/My-projects/codingallstars/trialtask/codingallstars.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons5519.ttf	(from https://codingallstars.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.15.0)
14:05:05	135902/135902	---M--	200	added ('OK')	image/jpeg	etag:%22212de-5df5ec600ae43%22	https://codingallstars.com/wp-content/uploads/2021/05/hero-bg.jpg	D:/D/My-projects/codingallstars/trialtask/codingallstars.com/wp-content/uploads/2021/05/hero-bg.jpg	(from https://codingallstars.com/wp-content/uploads/elementor/css/post-25899.css?ver=1675184828)
14:05:09	203030/203030	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2231916-5df4e33576123%22	https://codingallstars.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.eot	D:/D/My-projects/codingallstars/trialtask/codingallstars.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.eot	(from https://codingallstars.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=5.15.3)
14:05:09	78196/78196	---M--	200	added ('OK')	application/font-woff2	etag:%2213174-5df4e3357650b%22	https://codingallstars.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff2	D:/D/My-projects/codingallstars/trialtask/codingallstars.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff2	(from https://codingallstars.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=5.15.3)
14:05:09	203030/203030	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2231916-5df4e33576123%22	https://codingallstars.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.eot?	D:/D/My-projects/codingallstars/trialtask/codingallstars.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900d41d.eot	(from https://codingallstars.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=5.15.3)
14:05:10	316720/316720	---M--	200	added ('OK')	image/svg+xml	etag:%224d530-5df4e33573244%22	https://codingallstars.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.svg?5.15.0	D:/D/My-projects/codingallstars/trialtask/codingallstars.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons5519.svg	(from https://codingallstars.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.15.0)
14:05:12	101652/101652	---M--	200	added ('OK')	application/font-woff	etag:%2218d14-5df4e335770c3%22	https://codingallstars.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff	D:/D/My-projects/codingallstars/trialtask/codingallstars.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff	(from https://codingallstars.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=5.15.3)
14:05:12	2222/2222	---M--	200	added ('OK')	text/css	etag:%228ae-5e5beaa5fdc96%22	https://codingallstars.com/wp-content/uploads/elementor/css/post-25934.css?ver=1659981948	D:/D/My-projects/codingallstars/trialtask/codingallstars.com/wp-content/uploads/elementor/css/post-25934f41e.css	(from https://codingallstars.com/we-are-hiring/)
14:05:13	202744/202744	---M--	200	added ('OK')	application/x-font-ttf	etag:%22317f8-5df4e335770c3%22	https://codingallstars.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.ttf	D:/D/My-projects/codingallstars/trialtask/codingallstars.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.ttf	(from https://codingallstars.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=5.15.3)
14:05:14	13782/13782	---MC-	200	added ('OK')	application/json	date:Tue,%2028%20Feb%202023%2007:05:11%20GMT	https://codingallstars.com/wp-json/wp/v2/pages/25934	D:/D/My-projects/codingallstars/trialtask/codingallstars.com/wp-json/wp/v2/pages/25934.json	(from https://codingallstars.com/we-are-hiring/)
14:05:17	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2028%20Feb%202023%2007:05:14%20GMT	https://codingallstars.com/?p=25934	D:/D/My-projects/codingallstars/trialtask/codingallstars.com/index34ac.html	(from https://codingallstars.com/we-are-hiring/)
14:05:21	2429/2429	---MC-	200	added ('OK')	application/json	date:Tue,%2028%20Feb%202023%2007:05:14%20GMT	https://codingallstars.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fcodingallstars.com%2Fwe-are-hiring%2F	D:/D/My-projects/codingallstars/trialtask/codingallstars.com/wp-json/oembed/1.0/embed5e31.json	(from https://codingallstars.com/we-are-hiring/)
14:05:22	918991/918991	---M--	200	added ('OK')	image/svg+xml	etag:%22e05cf-5df4e33576cdb%22	https://codingallstars.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.svg	D:/D/My-projects/codingallstars/trialtask/codingallstars.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.svg	(from https://codingallstars.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=5.15.3)
14:05:24	0/-1	---M--	301	error ('')			https://codingallstars.com/contact	D:/D/My-projects/codingallstars/trialtask/codingallstars.com/contact.3d.delayed	(from https://codingallstars.com/we-are-hiring/)
14:05:24	0/-1	---M--	301	error ('')			https://codingallstars.com/contact	D:/D/My-projects/codingallstars/trialtask/codingallstars.com/contact.3e.delayed	(from https://codingallstars.com/we-are-hiring/)
14:05:24	0/-1	---M--	301	error ('')			https://codingallstars.com/contact	D:/D/My-projects/codingallstars/trialtask/codingallstars.com/contact.3f.delayed	(from https://codingallstars.com/we-are-hiring/)
14:05:24	0/-1	---M--	301	error ('')			https://codingallstars.com/contact	D:/D/My-projects/codingallstars/trialtask/codingallstars.com/contact.40.delayed	(from https://codingallstars.com/we-are-hiring/)
14:05:24	2810/2810	---MC-	200	added ('OK')	text/xml	date:Tue,%2028%20Feb%202023%2007:05:21%20GMT	https://codingallstars.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fcodingallstars.com%2Fwe-are-hiring%2F&format=xml	D:/D/My-projects/codingallstars/trialtask/codingallstars.com/wp-json/oembed/1.0/embed2240	(from https://codingallstars.com/we-are-hiring/)
14:05:25	4659/4659	---M--	200	added ('OK')	text/css	etag:%221233-5e7dc9874ef91%22	https://codingallstars.com/wp-content/uploads/elementor/css/post-114.css?ver=1662309520	D:/D/My-projects/codingallstars/trialtask/codingallstars.com/wp-content/uploads/elementor/css/post-114d63a.css	(from https://codingallstars.com/contact/)
14:05:29	14267/14267	---MC-	200	added ('OK')	application/json	date:Tue,%2028%20Feb%202023%2007:05:24%20GMT	https://codingallstars.com/wp-json/wp/v2/pages/114	D:/D/My-projects/codingallstars/trialtask/codingallstars.com/wp-json/wp/v2/pages/114.json	(from https://codingallstars.com/contact/)
14:05:32	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2028%20Feb%202023%2007:05:28%20GMT	https://codingallstars.com/?p=114	D:/D/My-projects/codingallstars/trialtask/codingallstars.com/index30a5.html	(from https://codingallstars.com/contact/)
14:05:32	2384/2384	---MC-	200	added ('OK')	application/json	date:Tue,%2028%20Feb%202023%2007:05:28%20GMT	https://codingallstars.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fcodingallstars.com%2Fcontact%2F	D:/D/My-projects/codingallstars/trialtask/codingallstars.com/wp-json/oembed/1.0/embed2ab7.json	(from https://codingallstars.com/contact/)
14:05:34	0/-1	---M--	301	error ('')			https://codingallstars.com/contact	D:/D/My-projects/codingallstars/trialtask/codingallstars.com/contact.45.delayed	(from https://codingallstars.com/contact/)
14:05:34	0/-1	---M--	301	error ('')			https://codingallstars.com/contact	D:/D/My-projects/codingallstars/trialtask/codingallstars.com/contact.46.delayed	(from https://codingallstars.com/contact/)
14:05:34	0/-1	---M--	301	error ('')			https://codingallstars.com/contact	D:/D/My-projects/codingallstars/trialtask/codingallstars.com/contact.47.delayed	(from https://codingallstars.com/contact/)
14:05:34	0/-1	---M--	301	error ('')			https://codingallstars.com/contact	D:/D/My-projects/codingallstars/trialtask/codingallstars.com/contact.48.delayed	(from https://codingallstars.com/contact/)
